0;17.8;0.03;1.0
2;21.0;0.01;1.0
3;20.7;0.01;1.0
4;20.2;0.01;1.0
5;20.8;0.01;1.0
6;23.0;0.01;1.0
7;20.8;0.01;1.0
8;20.0;0.01;1.0
10;17.8;0.01;1.0
11;19.4;0.01;1.0
12;16.2;0.01;1.0
1;18.2;0.01;1.0
13;18.8;0.01;1.0
14;19.4;0.01;1.0
15;20.6;0.01;1.0
16;17.8;0.01;1.0
17;17.5;0.01;1.0
18;19.3;0.01;1.0
19;19.7;0.01;1.0
9;19.0;0.01;1.0
20;20.7;0.01;1.0
21;21.0;0.01;1.0
22;16.2;0.01;1.0
23;20.7;0.01;1.0
24;18.7;0.01;1.0
25;21.3;0.01;1.0
26;19.2;0.01;1.0
27;20.0;0.01;1.0
28;20.0;0.01;1.0
29;18.2;0.01;1.0
30;19.5;0.01;1.0
31;20.1;0.01;1.0
32;22.3;0.01;1.0
33;19.1;0.01;1.0
34;20.0;0.01;1.0
35;19.8;0.02;1.0
36;21.3;0.01;1.0
37;20.5;0.01;1.0
38;19.7;0.01;1.0
39;20.2;0.01;1.0
40;20.2;0.01;1.0
41;19.0;0.01;1.0
42;20.7;0.01;1.0
43;21.7;0.01;1.0
44;20.0;0.01;1.0
45;19.0;0.01;1.0
46;21.6;0.01;1.0
47;20.4;0.01;1.0
48;21.1;0.01;1.0
49;20.3;0.01;1.0
