1;21.0;21.0;0.0;0.013419866561889648;1;1
2;21.0;21.0;0.0;0.14554476737976074;8;1
3;19.0;19.0;0.0;0.006665945053100586;1;1
4;3.0;3.0;0.0;0.004199028015136719;0;1
5;2.0;2.0;0.0;0.004719972610473633;1;1
6;3.0;3.0;0.0;0.005149126052856445;0;1
7;3.0;3.0;0.0;0.0054171085357666016;0;1
8;1.0;1.0;0.0;0.002602100372314453;0;1
9;19.0;19.0;0.0;0.05703902244567871;5;1
10;19.0;19.0;0.0;0.17911410331726074;9;1
11;2.0;2.0;0.0;0.003998994827270508;0;1
12;1.0;1.0;0.0;0.002340078353881836;0;1
13;1.0;1.0;0.0;0.002516031265258789;0;1
14;19.0;19.0;0.0;0.0870370864868164;5;1
15;1.0;1.0;0.0;0.0022428035736083984;0;1
16;1.0;1.0;0.0;0.002218961715698242;0;1
17;1.0;1.0;0.0;0.0021479129791259766;0;1
18;1.0;1.0;0.0;0.002354145050048828;0;1
19;1.0;1.0;0.0;0.0022459030151367188;0;1
20;19.0;19.0;0.0;0.0918731689453125;7;1
21;1.0;1.0;0.0;0.0023469924926757812;0;1
22;1.0;1.0;0.0;0.002440929412841797;0;1
23;1.0;1.0;0.0;0.0022389888763427734;0;1
24;19.0;19.0;0.0;0.150954008102417;8;1
25;19.0;19.0;0.0;0.28549695014953613;13;1
26;19.0;19.0;0.0;0.2656559944152832;12;1
27;1.0;1.0;0.0;0.0026450157165527344;0;1
28;19.0;19.0;0.0;0.21053504943847656;4;1
29;19.0;19.0;0.0;0.14243197441101074;7;1
30;2.0;2.0;0.0;0.005037069320678711;0;1
31;19.0;19.0;0.0;0.2504420280456543;10;1
32;19.0;19.0;0.0;0.0200350284576416;1;1
33;19.0;19.0;0.0;0.010309934616088867;1;1
34;19.0;19.0;0.0;0.008536815643310547;1;1
