0;199.0;6.55
1;199.0;6.62
2;199.0;6.54
3;199.0;7.95
4;199.0;9.88
5;16.0;1.39
6;199.0;7.82
7;199.0;9.31
8;199.0;7.61
9;199.0;7.86
10;199.0;7.75
11;199.0;7.76
12;149.0;2.98
13;149.0;2.37
14;149.0;2.5
15;199.0;7.38
16;149.0;4.4
17;199.0;8.04
18;149.0;3.69
19;149.0;2.23
20;149.0;2.73
21;149.0;5.5
22;199.0;7.09
23;149.0;2.33
24;199.0;8.54
25;1.0;0.0
26;199.0;7.52
27;149.0;2.22
28;199.0;8.46
29;199.0;8.71
30;199.0;8.48
31;149.0;2.91
32;149.0;2.27
33;149.0;1.98
34;199.0;8.33
35;16.0;1.24
36;149.0;2.16
37;1.0;0.0
38;149.0;4.89
39;199.0;11.18
40;1.0;0.0
41;149.0;5.72
42;149.0;4.62
43;149.0;4.86
44;1.0;0.0
45;1.0;0.0
46;1.0;0.0
47;1.0;0.0
48;1.0;0.0
49;1.0;0.0
50;1.0;0.0
51;1.0;0.0
52;1.0;0.0
53;1.0;0.0
54;1.0;0.0
55;1.0;0.0
56;1.0;0.0
57;1.0;0.0
58;1.0;0.0
59;1.0;0.0
60;1.0;0.0
61;1.0;0.0
62;1.0;0.0
63;1.0;0.0
64;1.0;0.0
65;1.0;0.0
66;1.0;0.0
67;1.0;0.0
68;1.0;0.0
69;1.0;0.0
70;1.0;0.0
71;1.0;0.0
72;1.0;0.0
73;1.0;0.0
74;1.0;0.0
75;1.0;0.0
76;1.0;0.0
77;1.0;0.0
78;1.0;0.0
79;1.0;0.0
80;16.0;1.38
81;1.0;0.0
82;1.0;0.0
83;1.0;0.0
84;1.0;0.0
85;1.0;0.0
86;1.0;0.0
87;1.0;0.0
88;1.0;0.0
89;1.0;0.0
90;1.0;0.0
91;1.0;0.0
92;1.0;0.0
93;1.0;0.0
94;1.0;0.0
95;1.0;0.0
96;1.0;0.0
97;1.0;0.0
98;1.0;0.0
99;1.0;0.0
100;1.0;0.0
101;1.0;0.0
102;1.0;0.0
103;1.0;0.0
104;1.0;0.0
105;1.0;0.0
106;1.0;0.0
107;1.0;0.0
108;1.0;0.0
109;1.0;0.0
110;1.0;0.0
111;1.0;0.0
112;1.0;0.0
113;1.0;0.0
114;1.0;0.0
115;1.0;0.0
116;1.0;0.0
117;1.0;0.0
118;1.0;0.0
119;1.0;0.0
120;1.0;0.0
121;1.0;0.0
122;1.0;0.0
123;1.0;0.0
124;1.0;0.0
125;1.0;0.0
126;1.0;0.0
127;1.0;0.0
128;1.0;0.0
129;1.0;0.0
130;1.0;0.0
131;1.0;0.0
132;1.0;0.0
133;1.0;0.0
134;1.0;0.0
135;1.0;0.0
136;1.0;0.0
137;1.0;0.0
138;1.0;0.0
139;1.0;0.0
140;1.0;0.0
141;1.0;0.0
142;1.0;0.0
143;1.0;0.0
144;1.0;0.0
145;1.0;0.0
146;1.0;0.0
147;1.0;0.0
148;1.0;0.0
149;1.0;0.0
150;1.0;0.0
151;1.0;0.0
152;1.0;0.0
153;1.0;0.0
154;1.0;0.0
155;1.0;0.0
156;1.0;0.0
157;1.0;0.0
158;1.0;0.0
159;1.0;0.0
160;1.0;0.0
161;1.0;0.0
162;1.0;0.0
163;1.0;0.0
164;1.0;0.0
165;1.0;0.0
166;1.0;0.0
167;1.0;0.0
168;1.0;0.0
169;1.0;0.0
170;1.0;0.0
171;1.0;0.0
172;1.0;0.0
173;1.0;0.0
174;1.0;0.0
175;1.0;0.0
176;1.0;0.0
177;1.0;0.0
178;1.0;0.0
179;1.0;0.0
180;1.0;0.0
181;1.0;0.0
182;1.0;0.0
183;1.0;0.0
184;1.0;0.0
185;1.0;0.0
186;1.0;0.0
187;1.0;0.0
188;1.0;0.0
189;1.0;0.0
190;1.0;0.0
191;1.0;0.0
192;1.0;0.0
193;1.0;0.0
194;1.0;0.0
195;1.0;0.0
196;1.0;0.0
197;1.0;0.0
198;1.0;0.0
199;1.0;0.0
