0;16.2;0.0;1.0
1;11.0;0.0;1.0
2;14.2;0.0;1.0
3;3.0;0.0;1.0
4;2.0;0.0;1.0
5;3.0;0.0;1.0
6;3.0;0.0;1.0
7;1.0;0.0;1.0
8;12.5;0.0;1.0
9;9.2;0.0;1.0
10;2.0;0.0;1.0
11;1.0;0.0;1.0
12;1.0;0.0;1.0
13;12.5;0.0;1.0
14;1.0;0.0;1.0
15;1.0;0.0;1.0
16;1.0;0.0;1.0
17;1.0;0.0;1.0
18;1.0;0.0;1.0
19;12.0;0.0;1.0
20;1.0;0.0;1.0
21;1.0;0.0;1.0
22;1.0;0.0;1.0
23;7.6;0.0;1.0
24;7.5;0.0;1.0
25;6.9;0.0;1.0
26;1.0;0.0;1.0
27;10.3;0.0;1.0
28;9.9;0.0;1.0
29;2.0;0.0;1.0
30;8.7;0.0;1.0
31;13.0;0.0;1.0
32;12.0;0.0;1.0
33;12.0;0.0;1.0
