0;11.4;0.0;1.0
1;6.5;0.0;1.0
2;5.5;0.0;1.0
3;2.0;0.0;1.0
4;2.0;0.0;1.0
5;2.0;0.0;1.0
6;2.0;0.0;1.0
7;1.0;0.0;1.0
8;5.2;0.0;1.0
9;3.4;0.0;1.0
10;1.0;0.0;1.0
11;1.0;0.0;1.0
12;1.0;0.0;1.0
13;5.1;0.0;1.0
14;1.0;0.0;1.0
15;1.0;0.0;1.0
16;1.0;0.0;1.0
17;1.0;0.0;1.0
18;1.0;0.0;1.0
19;8.8;0.0;1.0
20;1.0;0.0;1.0
21;1.0;0.0;1.0
22;1.0;0.0;1.0
23;3.0;0.0;1.0
24;2.0;0.0;1.0
25;2.4;0.0;1.0
26;1.0;0.0;1.0
27;3.5;0.0;1.0
28;4.7;0.0;1.0
29;2.0;0.0;1.0
30;2.0;0.0;1.0
31;10.8;0.0;1.0
32;12.3;0.0;1.0
33;14.0;0.0;1.0
