99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
99;-4850;0;1
0;-1496;13;1
1;-1496;23;1
2;-1496;19;1
3;-1496;8;1
4;-1496;19;1
5;-306;99;1
6;-1496;23;1
7;-1496;22;1
8;-1496;34;1
9;-1278;12;1
10;-1175;15;1
11;-890;25;1
12;-1496;24;1
13;-846;371;1
14;-1496;23;1
15;-1496;15;1
16;-846;30;1
17;-1496;22;1
18;-1496;21;1
19;-846;39;1
20;-4850;0;1
21;-1496;27;1
22;-4850;0;1
23;-1496;21;1
24;-4850;0;1
25;-4850;0;1
26;-4850;0;1
27;-4850;0;1
28;-4850;0;1
29;-4850;0;1
30;-4850;0;1
31;-4850;0;1
32;-4850;0;1
33;-4850;0;1
34;-4850;0;1
35;-4850;0;1
36;-4850;0;1
37;-4850;0;1
38;-4850;0;1
39;-4850;0;1
40;-4850;0;1
41;-4850;0;1
42;-4850;0;1
43;-4850;0;1
44;-4850;0;1
45;-4850;0;1
46;-4850;0;1
47;-4850;0;1
48;-4850;0;1
49;-4850;0;1
50;-4850;0;1
51;-4850;0;1
52;-4850;0;1
53;-4850;0;1
54;-4850;0;1
55;-4850;0;1
56;-4850;0;1
57;-4850;0;1
58;-4850;0;1
59;-4850;0;1
60;-4850;0;1
61;-4850;0;1
62;-4850;0;1
63;-4850;0;1
64;-4850;0;1
65;-4850;0;1
66;-1496;20;1
67;-4850;0;1
68;-4850;0;1
69;-4850;0;1
70;-4850;0;1
71;-4850;0;1
72;-4850;0;1
73;-4850;0;1
74;-4850;0;1
75;-4850;0;1
76;-4850;0;1
77;-4850;0;1
78;-4850;0;1
79;-4850;0;1
80;-4850;0;1
81;-4850;0;1
82;-4850;0;1
83;-4850;0;1
84;-4850;0;1
85;-4850;0;1
86;-4850;0;1
87;-4850;0;1
88;-4850;0;1
89;-4850;0;1
90;-4850;0;1
91;-4850;0;1
92;-4850;0;1
93;-4850;0;1
94;-4850;0;1
95;-4850;0;1
96;-4850;0;1
97;-4850;0;1
98;-4850;0;1
99;-4850;0;1
