0;19.5;0.02;1.0
4;18.2;0.01;1.0
2;20.5;0.02;1.0
7;20.7;0.01;1.0
6;18.0;0.01;1.0
1;18.8;0.02;1.0
8;22.3;0.02;1.0
9;21.0;0.01;1.0
10;20.6;0.01;1.0
11;21.0;0.02;1.0
3;19.8;0.02;1.0
5;18.8;0.01;1.0
12;19.7;0.02;1.0
13;20.7;0.01;1.0
14;19.0;0.02;1.0
15;16.2;0.01;1.0
16;18.3;0.01;1.0
17;21.0;0.01;1.0
18;19.3;0.02;1.0
19;20.7;0.01;1.0
20;18.7;0.02;1.0
21;20.6;0.02;1.0
22;18.0;0.01;1.0
23;20.0;0.02;1.0
24;21.3;0.02;1.0
25;20.3;0.02;1.0
26;23.3;0.02;1.0
27;18.6;0.01;1.0
28;19.0;0.01;1.0
29;20.4;0.01;1.0
30;20.3;0.02;1.0
31;17.0;0.02;1.0
32;21.3;0.01;1.0
33;21.0;0.02;1.0
34;20.3;0.02;1.0
35;16.5;0.01;1.0
36;22.0;0.02;1.0
37;19.0;0.02;1.0
38;19.5;0.02;1.0
39;20.2;0.01;1.0
40;17.6;0.01;1.0
41;18.4;0.01;1.0
42;21.7;0.01;1.0
43;20.0;0.01;1.0
44;20.7;0.01;1.0
45;18.2;0.02;1.0
46;19.4;0.02;1.0
47;21.3;0.01;1.0
48;21.3;0.02;1.0
49;21.0;0.02;1.0
0;21.3;0.02;1.0
3;21.3;0.02;1.0
5;20.3;0.01;1.0
4;20.2;0.01;1.0
6;22.0;0.02;1.0
2;19.9;0.02;1.0
7;18.7;0.01;1.0
8;19.6;0.02;1.0
9;17.2;0.01;1.0
10;17.8;0.02;1.0
11;18.2;0.01;1.0
12;19.1;0.01;1.0
13;20.0;0.01;1.0
14;20.2;0.02;1.0
15;17.8;0.01;1.0
16;21.0;0.02;1.0
1;17.0;0.01;1.0
17;19.3;0.02;1.0
18;20.0;0.02;1.0
19;19.5;0.02;1.0
20;19.3;0.02;1.0
21;18.0;0.02;1.0
22;19.2;0.02;1.0
23;19.5;0.02;1.0
24;18.5;0.02;1.0
25;20.1;0.02;1.0
26;19.8;0.01;1.0
27;20.3;0.01;1.0
28;21.3;0.02;1.0
29;20.0;0.02;1.0
30;21.0;0.02;1.0
31;20.0;0.01;1.0
32;20.5;0.02;1.0
33;20.3;0.02;1.0
34;22.2;0.02;1.0
35;21.0;0.02;1.0
36;21.7;0.01;1.0
37;20.5;0.02;1.0
38;18.2;0.02;1.0
39;18.2;0.02;1.0
40;18.7;0.02;1.0
41;20.3;0.02;1.0
42;19.7;0.02;1.0
43;20.3;0.02;1.0
44;18.7;0.02;1.0
45;19.4;0.02;1.0
46;19.7;0.02;1.0
47;20.0;0.01;1.0
48;21.3;0.02;1.0
49;20.8;0.02;1.0
0;21.3;0.02;1.0
3;21.3;0.02;1.0
5;20.3;0.01;1.0
4;20.2;0.01;1.0
6;22.0;0.02;1.0
2;19.9;0.02;1.0
7;18.7;0.01;1.0
8;19.6;0.02;1.0
9;17.2;0.01;1.0
10;17.8;0.02;1.0
11;18.2;0.01;1.0
12;19.1;0.02;1.0
13;20.0;0.01;1.0
14;20.2;0.02;1.0
15;17.8;0.01;1.0
16;21.0;0.02;1.0
1;17.0;0.02;1.0
17;19.3;0.02;1.0
18;20.0;0.02;1.0
19;19.5;0.02;1.0
20;19.3;0.01;1.0
21;18.0;0.02;1.0
22;19.2;0.02;1.0
23;19.5;0.02;1.0
24;18.5;0.02;1.0
25;20.1;0.02;1.0
26;19.8;0.01;1.0
27;20.3;0.01;1.0
28;21.3;0.02;1.0
29;20.0;0.02;1.0
30;21.0;0.02;1.0
31;20.0;0.01;1.0
32;20.5;0.02;1.0
33;20.3;0.02;1.0
34;22.2;0.02;1.0
35;21.0;0.02;1.0
36;21.7;0.01;1.0
37;20.5;0.02;1.0
38;18.2;0.01;1.0
39;18.2;0.02;1.0
40;18.7;0.02;1.0
41;20.3;0.02;1.0
42;19.7;0.02;1.0
43;20.3;0.02;1.0
44;18.7;0.02;1.0
45;19.4;0.02;1.0
46;19.7;0.01;1.0
47;20.0;0.01;1.0
48;21.3;0.02;1.0
49;20.8;0.02;1.0
